ModelID,Scope,FixedEffects,Predictors,Formula,AUC,LogLoss
mod_0,global,,['CLIMATIC_lag1'],Infectious_disease_binary ~ CLIMATIC_lag1,0.5912266721254745,0.5568427703573583
mod_1,global,,['CLIMATIC_lag2'],Infectious_disease_binary ~ CLIMATIC_lag2,0.5966962030391724,0.5581324347661715
mod_2,global,,['CLIMATIC_lag3'],Infectious_disease_binary ~ CLIMATIC_lag3,0.5745610146305721,0.5654407489284455
mod_3,global,,['CLIMATIC_lag4'],Infectious_disease_binary ~ CLIMATIC_lag4,0.5864401152956427,0.5769216040035332
mod_4,global,,['CLIMATIC_lag5'],Infectious_disease_binary ~ CLIMATIC_lag5,0.5581621367911691,0.5907711526289743
mod_5,global,,['CONFLICTS_lag1'],Infectious_disease_binary ~ CONFLICTS_lag1,0.550106089332742,0.566986962356596
mod_6,global,,['CONFLICTS_lag2'],Infectious_disease_binary ~ CONFLICTS_lag2,0.5514079895219384,0.5698759729323081
mod_7,global,,['CONFLICTS_lag3'],Infectious_disease_binary ~ CONFLICTS_lag3,0.5513653317016517,0.5761791032717316
mod_8,global,,['CONFLICTS_lag4'],Infectious_disease_binary ~ CONFLICTS_lag4,0.456298577774499,0.5893044097038077
mod_9,global,,['CONFLICTS_lag5'],Infectious_disease_binary ~ CONFLICTS_lag5,0.448708501127856,0.6000850127619071
mod_10,global,,['ECOLOGICAL_lag1'],Infectious_disease_binary ~ ECOLOGICAL_lag1,0.5036840861126951,0.5675820710797582
mod_11,global,,['ECOLOGICAL_lag2'],Infectious_disease_binary ~ ECOLOGICAL_lag2,0.5010780998712516,0.5702697575460968
mod_12,global,,['ECOLOGICAL_lag3'],Infectious_disease_binary ~ ECOLOGICAL_lag3,0.5032386802085851,0.5761712953792587
mod_13,global,,['ECOLOGICAL_lag4'],Infectious_disease_binary ~ ECOLOGICAL_lag4,0.5073969953576115,0.5889572732111029
mod_14,global,,['ECOLOGICAL_lag5'],Infectious_disease_binary ~ ECOLOGICAL_lag5,0.5050721804754064,0.5998413524042883
mod_15,global,,['ECONOMIC_lag1'],Infectious_disease_binary ~ ECONOMIC_lag1,0.5344087672354549,0.5663175245927009
mod_16,global,,['ECONOMIC_lag2'],Infectious_disease_binary ~ ECONOMIC_lag2,0.5142438376791449,0.57001220209838
mod_17,global,,['ECONOMIC_lag3'],Infectious_disease_binary ~ ECONOMIC_lag3,0.5165461092966881,0.5759998022168087
mod_18,global,,['ECONOMIC_lag4'],Infectious_disease_binary ~ ECONOMIC_lag4,0.5221878244007313,0.5886087269630088
mod_19,global,,['ECONOMIC_lag5'],Infectious_disease_binary ~ ECONOMIC_lag5,0.5383093346803024,0.5974121674841533
mod_20,global,,['GEOPHYSICAL_lag1'],Infectious_disease_binary ~ GEOPHYSICAL_lag1,0.5148439771964798,0.5649480536112262
mod_21,global,,['GEOPHYSICAL_lag2'],Infectious_disease_binary ~ GEOPHYSICAL_lag2,0.5042413429025835,0.5690786384016964
mod_22,global,,['GEOPHYSICAL_lag3'],Infectious_disease_binary ~ GEOPHYSICAL_lag3,0.5153311170523723,0.5738315232257276
mod_23,global,,['GEOPHYSICAL_lag4'],Infectious_disease_binary ~ GEOPHYSICAL_lag4,0.5174026336728618,0.5863766186422615
mod_24,global,,['GEOPHYSICAL_lag5'],Infectious_disease_binary ~ GEOPHYSICAL_lag5,0.5263887159048449,0.5973574788356439
mod_25,global,,['TECHNOLOGICAL_lag1'],Infectious_disease_binary ~ TECHNOLOGICAL_lag1,0.5954125705299105,0.5555008405897569
mod_26,global,,['TECHNOLOGICAL_lag2'],Infectious_disease_binary ~ TECHNOLOGICAL_lag2,0.5824160574511403,0.5596501518139033
mod_27,global,,['TECHNOLOGICAL_lag3'],Infectious_disease_binary ~ TECHNOLOGICAL_lag3,0.584692120770424,0.5635592484153914
mod_28,global,,['TECHNOLOGICAL_lag4'],Infectious_disease_binary ~ TECHNOLOGICAL_lag4,0.5901832715929032,0.5721900719262452
mod_29,global,,['TECHNOLOGICAL_lag5'],Infectious_disease_binary ~ TECHNOLOGICAL_lag5,0.5912683997361416,0.5826524126214092
mod_30,global,,"['CLIMATIC_lag1', 'CLIMATIC_lag2']",Infectious_disease_binary ~ CLIMATIC_lag1 + CLIMATIC_lag2,0.6091159581055737,0.5574751386407674
mod_31,global,,"['CLIMATIC_lag1', 'CLIMATIC_lag3']",Infectious_disease_binary ~ CLIMATIC_lag1 + CLIMATIC_lag3,0.5934438161084393,0.563877510051564
mod_32,global,,"['CLIMATIC_lag1', 'CLIMATIC_lag4']",Infectious_disease_binary ~ CLIMATIC_lag1 + CLIMATIC_lag4,0.5950119353121887,0.5764419844930175
mod_33,global,,"['CLIMATIC_lag1', 'CLIMATIC_lag5']",Infectious_disease_binary ~ CLIMATIC_lag1 + CLIMATIC_lag5,0.579097530710434,0.5888483632406983
mod_34,global,,"['CLIMATIC_lag1', 'CONFLICTS_lag1']",Infectious_disease_binary ~ CLIMATIC_lag1 + CONFLICTS_lag1,0.5988042205033477,0.5567270334624824
mod_35,global,,"['CLIMATIC_lag1', 'CONFLICTS_lag2']",Infectious_disease_binary ~ CLIMATIC_lag1 + CONFLICTS_lag2,0.5969124912571446,0.5590939087875153
mod_36,global,,"['CLIMATIC_lag1', 'CONFLICTS_lag3']",Infectious_disease_binary ~ CLIMATIC_lag1 + CONFLICTS_lag3,0.5826691635552992,0.5644638324807518
mod_37,global,,"['CLIMATIC_lag1', 'CONFLICTS_lag4']",Infectious_disease_binary ~ CLIMATIC_lag1 + CONFLICTS_lag4,0.5835656284086778,0.5782776533898882
mod_38,global,,"['CLIMATIC_lag1', 'CONFLICTS_lag5']",Infectious_disease_binary ~ CLIMATIC_lag1 + CONFLICTS_lag5,0.5742640682156812,0.5887989257116086
mod_39,global,,"['CLIMATIC_lag1', 'ECOLOGICAL_lag1']",Infectious_disease_binary ~ CLIMATIC_lag1 + ECOLOGICAL_lag1,0.5922032869822053,0.5566953959424165
mod_40,global,,"['CLIMATIC_lag1', 'ECOLOGICAL_lag2']",Infectious_disease_binary ~ CLIMATIC_lag1 + ECOLOGICAL_lag2,0.5925653430986016,0.559093768712454
mod_41,global,,"['CLIMATIC_lag1', 'ECOLOGICAL_lag3']",Infectious_disease_binary ~ CLIMATIC_lag1 + ECOLOGICAL_lag3,0.5878055992922451,0.5645405839230204
mod_42,global,,"['CLIMATIC_lag1', 'ECOLOGICAL_lag4']",Infectious_disease_binary ~ CLIMATIC_lag1 + ECOLOGICAL_lag4,0.5822930553872259,0.578515789124728
mod_43,global,,"['CLIMATIC_lag1', 'ECOLOGICAL_lag5']",Infectious_disease_binary ~ CLIMATIC_lag1 + ECOLOGICAL_lag5,0.5801040095394934,0.5891636588898085
mod_44,global,,"['CLIMATIC_lag1', 'ECONOMIC_lag1']",Infectious_disease_binary ~ CLIMATIC_lag1 + ECONOMIC_lag1,0.611062371754568,0.553746955900273
mod_45,global,,"['CLIMATIC_lag1', 'ECONOMIC_lag2']",Infectious_disease_binary ~ CLIMATIC_lag1 + ECONOMIC_lag2,0.5985982474194655,0.5581229746829968
mod_46,global,,"['CLIMATIC_lag1', 'ECONOMIC_lag3']",Infectious_disease_binary ~ CLIMATIC_lag1 + ECONOMIC_lag3,0.5974583083254736,0.5637436487737701
mod_47,global,,"['CLIMATIC_lag1', 'ECONOMIC_lag4']",Infectious_disease_binary ~ CLIMATIC_lag1 + ECONOMIC_lag4,0.5921975201951806,0.5772646690443297
mod_48,global,,"['CLIMATIC_lag1', 'ECONOMIC_lag5']",Infectious_disease_binary ~ CLIMATIC_lag1 + ECONOMIC_lag5,0.5976734222701964,0.5849911613824083
mod_49,global,,"['CLIMATIC_lag1', 'GEOPHYSICAL_lag1']",Infectious_disease_binary ~ CLIMATIC_lag1 + GEOPHYSICAL_lag1,0.5893857460127144,0.5566828979296636
mod_50,global,,"['CLIMATIC_lag1', 'GEOPHYSICAL_lag2']",Infectious_disease_binary ~ CLIMATIC_lag1 + GEOPHYSICAL_lag2,0.5933910695909014,0.5590150174997586
mod_51,global,,"['CLIMATIC_lag1', 'GEOPHYSICAL_lag3']",Infectious_disease_binary ~ CLIMATIC_lag1 + GEOPHYSICAL_lag3,0.58674966677839,0.5645725530984312
mod_52,global,,"['CLIMATIC_lag1', 'GEOPHYSICAL_lag4']",Infectious_disease_binary ~ CLIMATIC_lag1 + GEOPHYSICAL_lag4,0.577651720740042,0.5786549293630825
mod_53,global,,"['CLIMATIC_lag1', 'GEOPHYSICAL_lag5']",Infectious_disease_binary ~ CLIMATIC_lag1 + GEOPHYSICAL_lag5,0.5746060000092258,0.5892510412632695
mod_54,global,,"['CLIMATIC_lag1', 'TECHNOLOGICAL_lag1']",Infectious_disease_binary ~ CLIMATIC_lag1 + TECHNOLOGICAL_lag1,0.6138356411418655,0.5530174569218488
mod_55,global,,"['CLIMATIC_lag1', 'TECHNOLOGICAL_lag2']",Infectious_disease_binary ~ CLIMATIC_lag1 + TECHNOLOGICAL_lag2,0.6051768841131738,0.5564572946708439
mod_56,global,,"['CLIMATIC_lag1', 'TECHNOLOGICAL_lag3']",Infectious_disease_binary ~ CLIMATIC_lag1 + TECHNOLOGICAL_lag3,0.6079625836951353,0.5607988581925879
mod_57,global,,"['CLIMATIC_lag1', 'TECHNOLOGICAL_lag4']",Infectious_disease_binary ~ CLIMATIC_lag1 + TECHNOLOGICAL_lag4,0.6024062959430477,0.5711586004519863
mod_58,global,,"['CLIMATIC_lag1', 'TECHNOLOGICAL_lag5']",Infectious_disease_binary ~ CLIMATIC_lag1 + TECHNOLOGICAL_lag5,0.6017613235355171,0.5815661034850501
mod_59,global,,"['CLIMATIC_lag2', 'CLIMATIC_lag3']",Infectious_disease_binary ~ CLIMATIC_lag2 + CLIMATIC_lag3,0.5990028684339753,0.563264686426469
mod_60,global,,"['CLIMATIC_lag2', 'CLIMATIC_lag4']",Infectious_disease_binary ~ CLIMATIC_lag2 + CLIMATIC_lag4,0.5974588060472248,0.5761497094400918
mod_61,global,,"['CLIMATIC_lag2', 'CLIMATIC_lag5']",Infectious_disease_binary ~ CLIMATIC_lag2 + CLIMATIC_lag5,0.5881183602957797,0.5882375453925773
mod_62,global,,"['CLIMATIC_lag2', 'CONFLICTS_lag1']",Infectious_disease_binary ~ CLIMATIC_lag2 + CONFLICTS_lag1,0.6014422926996601,0.5580976070735433
mod_63,global,,"['CLIMATIC_lag2', 'CONFLICTS_lag2']",Infectious_disease_binary ~ CLIMATIC_lag2 + CONFLICTS_lag2,0.602161322944371,0.5581314258712562
mod_64,global,,"['CLIMATIC_lag2', 'CONFLICTS_lag3']",Infectious_disease_binary ~ CLIMATIC_lag2 + CONFLICTS_lag3,0.59360555525243,0.5634508343593391
mod_65,global,,"['CLIMATIC_lag2', 'CONFLICTS_lag4']",Infectious_disease_binary ~ CLIMATIC_lag2 + CONFLICTS_lag4,0.5900662897250926,0.5771633587127679
mod_66,global,,"['CLIMATIC_lag2', 'CONFLICTS_lag5']",Infectious_disease_binary ~ CLIMATIC_lag2 + CONFLICTS_lag5,0.5829674720803754,0.5879749375289225
mod_67,global,,"['CLIMATIC_lag2', 'ECOLOGICAL_lag1']",Infectious_disease_binary ~ CLIMATIC_lag2 + ECOLOGICAL_lag1,0.5990907430424691,0.5579729032937595
mod_68,global,,"['CLIMATIC_lag2', 'ECOLOGICAL_lag2']",Infectious_disease_binary ~ CLIMATIC_lag2 + ECOLOGICAL_lag2,0.5979453733032178,0.5581274972197005
mod_69,global,,"['CLIMATIC_lag2', 'ECOLOGICAL_lag3']",Infectious_disease_binary ~ CLIMATIC_lag2 + ECOLOGICAL_lag3,0.5984716138058974,0.5635822218129145
mod_70,global,,"['CLIMATIC_lag2', 'ECOLOGICAL_lag4']",Infectious_disease_binary ~ CLIMATIC_lag2 + ECOLOGICAL_lag4,0.5937446317442417,0.577413011532341
mod_71,global,,"['CLIMATIC_lag2', 'ECOLOGICAL_lag5']",Infectious_disease_binary ~ CLIMATIC_lag2 + ECOLOGICAL_lag5,0.5896985695372792,0.5883263091443798
mod_72,global,,"['CLIMATIC_lag2', 'ECONOMIC_lag1']",Infectious_disease_binary ~ CLIMATIC_lag2 + ECONOMIC_lag1,0.6126215646704,0.5558747638347046
mod_73,global,,"['CLIMATIC_lag2', 'ECONOMIC_lag2']",Infectious_disease_binary ~ CLIMATIC_lag2 + ECONOMIC_lag2,0.6083465868338167,0.5569112916427346
mod_74,global,,"['CLIMATIC_lag2', 'ECONOMIC_lag3']",Infectious_disease_binary ~ CLIMATIC_lag2 + ECONOMIC_lag3,0.6082205381431567,0.5626430317590193
mod_75,global,,"['CLIMATIC_lag2', 'ECONOMIC_lag4']",Infectious_disease_binary ~ CLIMATIC_lag2 + ECONOMIC_lag4,0.6056804708783652,0.5760999056468552
mod_76,global,,"['CLIMATIC_lag2', 'ECONOMIC_lag5']",Infectious_disease_binary ~ CLIMATIC_lag2 + ECONOMIC_lag5,0.606221140495334,0.5840882935065632
mod_77,global,,"['CLIMATIC_lag2', 'GEOPHYSICAL_lag1']",Infectious_disease_binary ~ CLIMATIC_lag2 + GEOPHYSICAL_lag1,0.5947253295555288,0.5580786955734116
mod_78,global,,"['CLIMATIC_lag2', 'GEOPHYSICAL_lag2']",Infectious_disease_binary ~ CLIMATIC_lag2 + GEOPHYSICAL_lag2,0.5992364201738325,0.5580416724402488
mod_79,global,,"['CLIMATIC_lag2', 'GEOPHYSICAL_lag3']",Infectious_disease_binary ~ CLIMATIC_lag2 + GEOPHYSICAL_lag3,0.5971360479527332,0.5636013039868935
mod_80,global,,"['CLIMATIC_lag2', 'GEOPHYSICAL_lag4']",Infectious_disease_binary ~ CLIMATIC_lag2 + GEOPHYSICAL_lag4,0.5898447092052083,0.5776805374743791
mod_81,global,,"['CLIMATIC_lag2', 'GEOPHYSICAL_lag5']",Infectious_disease_binary ~ CLIMATIC_lag2 + GEOPHYSICAL_lag5,0.5850372261662584,0.5884386939248601
mod_82,global,,"['CLIMATIC_lag2', 'TECHNOLOGICAL_lag1']",Infectious_disease_binary ~ CLIMATIC_lag2 + TECHNOLOGICAL_lag1,0.6194189398090605,0.5550043779046241
mod_83,global,,"['CLIMATIC_lag2', 'TECHNOLOGICAL_lag2']",Infectious_disease_binary ~ CLIMATIC_lag2 + TECHNOLOGICAL_lag2,0.6141502835580859,0.5558529041270602
mod_84,global,,"['CLIMATIC_lag2', 'TECHNOLOGICAL_lag3']",Infectious_disease_binary ~ CLIMATIC_lag2 + TECHNOLOGICAL_lag3,0.6166382811221189,0.560230883037133
mod_85,global,,"['CLIMATIC_lag2', 'TECHNOLOGICAL_lag4']",Infectious_disease_binary ~ CLIMATIC_lag2 + TECHNOLOGICAL_lag4,0.6134842680465609,0.5706543928474348
mod_86,global,,"['CLIMATIC_lag2', 'TECHNOLOGICAL_lag5']",Infectious_disease_binary ~ CLIMATIC_lag2 + TECHNOLOGICAL_lag5,0.6119062610998095,0.5812226009224594
mod_87,global,,"['CLIMATIC_lag3', 'CLIMATIC_lag4']",Infectious_disease_binary ~ CLIMATIC_lag3 + CLIMATIC_lag4,0.5880775979723144,0.576713927357861
mod_88,global,,"['CLIMATIC_lag3', 'CLIMATIC_lag5']",Infectious_disease_binary ~ CLIMATIC_lag3 + CLIMATIC_lag5,0.5676012994561382,0.5891539495267704
mod_89,global,,"['CLIMATIC_lag3', 'CONFLICTS_lag1']",Infectious_disease_binary ~ CLIMATIC_lag3 + CONFLICTS_lag1,0.5781246346254277,0.5654358609383302
mod_90,global,,"['CLIMATIC_lag3', 'CONFLICTS_lag2']",Infectious_disease_binary ~ CLIMATIC_lag3 + CONFLICTS_lag2,0.5705309330984544,0.5654355985017665
mod_91,global,,"['CLIMATIC_lag3', 'CONFLICTS_lag3']",Infectious_disease_binary ~ CLIMATIC_lag3 + CONFLICTS_lag3,0.5688933242655484,0.5652854971004841
mod_92,global,,"['CLIMATIC_lag3', 'CONFLICTS_lag4']",Infectious_disease_binary ~ CLIMATIC_lag3 + CONFLICTS_lag4,0.5668498680001897,0.5785404560318808
mod_93,global,,"['CLIMATIC_lag3', 'CONFLICTS_lag5']",Infectious_disease_binary ~ CLIMATIC_lag3 + CONFLICTS_lag5,0.5626796150989699,0.5891221149712579
mod_94,global,,"['CLIMATIC_lag3', 'ECOLOGICAL_lag1']",Infectious_disease_binary ~ CLIMATIC_lag3 + ECOLOGICAL_lag1,0.5781114811408261,0.565046948096961
mod_95,global,,"['CLIMATIC_lag3', 'ECOLOGICAL_lag2']",Infectious_disease_binary ~ CLIMATIC_lag3 + ECOLOGICAL_lag2,0.5759399382663122,0.565438156537049
mod_96,global,,"['CLIMATIC_lag3', 'ECOLOGICAL_lag3']",Infectious_disease_binary ~ CLIMATIC_lag3 + ECOLOGICAL_lag3,0.574991182293656,0.5653844203402253
mod_97,global,,"['CLIMATIC_lag3', 'ECOLOGICAL_lag4']",Infectious_disease_binary ~ CLIMATIC_lag3 + ECOLOGICAL_lag4,0.5735871277789779,0.5787965179265779
mod_98,global,,"['CLIMATIC_lag3', 'ECOLOGICAL_lag5']",Infectious_disease_binary ~ CLIMATIC_lag3 + ECOLOGICAL_lag5,0.5708793470890245,0.5893842392376276
mod_99,global,,"['CLIMATIC_lag3', 'ECONOMIC_lag1']",Infectious_disease_binary ~ CLIMATIC_lag3 + ECONOMIC_lag1,0.5928618962063402,0.5633943599143515
mod_100,global,,"['CLIMATIC_lag3', 'ECONOMIC_lag2']",Infectious_disease_binary ~ CLIMATIC_lag3 + ECONOMIC_lag2,0.5868069087947121,0.5645689502619385
mod_101,global,,"['CLIMATIC_lag3', 'ECONOMIC_lag3']",Infectious_disease_binary ~ CLIMATIC_lag3 + ECONOMIC_lag3,0.587472864848433,0.5643550290390388
mod_102,global,,"['CLIMATIC_lag3', 'ECONOMIC_lag4']",Infectious_disease_binary ~ CLIMATIC_lag3 + ECONOMIC_lag4,0.5868384859806189,0.5774334222968602
mod_103,global,,"['CLIMATIC_lag3', 'ECONOMIC_lag5']",Infectious_disease_binary ~ CLIMATIC_lag3 + ECONOMIC_lag5,0.5930201514878933,0.5852385510367614
mod_104,global,,"['CLIMATIC_lag3', 'GEOPHYSICAL_lag1']",Infectious_disease_binary ~ CLIMATIC_lag3 + GEOPHYSICAL_lag1,0.5720063156212732,0.5653304380756599
mod_105,global,,"['CLIMATIC_lag3', 'GEOPHYSICAL_lag2']",Infectious_disease_binary ~ CLIMATIC_lag3 + GEOPHYSICAL_lag2,0.5756016014123919,0.565392540170191
mod_106,global,,"['CLIMATIC_lag3', 'GEOPHYSICAL_lag3']",Infectious_disease_binary ~ CLIMATIC_lag3 + GEOPHYSICAL_lag3,0.5735097101946326,0.565342303508781
mod_107,global,,"['CLIMATIC_lag3', 'GEOPHYSICAL_lag4']",Infectious_disease_binary ~ CLIMATIC_lag3 + GEOPHYSICAL_lag4,0.5654076185758775,0.578935757851434
mod_108,global,,"['CLIMATIC_lag3', 'GEOPHYSICAL_lag5']",Infectious_disease_binary ~ CLIMATIC_lag3 + GEOPHYSICAL_lag5,0.5662476993122154,0.5895147911406052
mod_109,global,,"['CLIMATIC_lag3', 'TECHNOLOGICAL_lag1']",Infectious_disease_binary ~ CLIMATIC_lag3 + TECHNOLOGICAL_lag1,0.6051555326479231,0.5613239901692851
mod_110,global,,"['CLIMATIC_lag3', 'TECHNOLOGICAL_lag2']",Infectious_disease_binary ~ CLIMATIC_lag3 + TECHNOLOGICAL_lag2,0.5990235729930705,0.5623594865405271
mod_111,global,,"['CLIMATIC_lag3', 'TECHNOLOGICAL_lag3']",Infectious_disease_binary ~ CLIMATIC_lag3 + TECHNOLOGICAL_lag3,0.6016866664588091,0.5613988398590075
mod_112,global,,"['CLIMATIC_lag3', 'TECHNOLOGICAL_lag4']",Infectious_disease_binary ~ CLIMATIC_lag3 + TECHNOLOGICAL_lag4,0.596917896644939,0.5712864262127981
mod_113,global,,"['CLIMATIC_lag3', 'TECHNOLOGICAL_lag5']",Infectious_disease_binary ~ CLIMATIC_lag3 + TECHNOLOGICAL_lag5,0.5982754067431487,0.5816816176390266
mod_114,global,,"['CLIMATIC_lag4', 'CLIMATIC_lag5']",Infectious_disease_binary ~ CLIMATIC_lag4 + CLIMATIC_lag5,0.5888561372432339,0.5871143176380136
mod_115,global,,"['CLIMATIC_lag4', 'CONFLICTS_lag1']",Infectious_disease_binary ~ CLIMATIC_lag4 + CONFLICTS_lag1,0.593859242357975,0.5769108208020577
mod_116,global,,"['CLIMATIC_lag4', 'CONFLICTS_lag2']",Infectious_disease_binary ~ CLIMATIC_lag4 + CONFLICTS_lag2,0.5808120754796521,0.5769208414701124
mod_117,global,,"['CLIMATIC_lag4', 'CONFLICTS_lag3']",Infectious_disease_binary ~ CLIMATIC_lag4 + CONFLICTS_lag3,0.5818823014865128,0.5767530110327843
mod_118,global,,"['CLIMATIC_lag4', 'CONFLICTS_lag4']",Infectious_disease_binary ~ CLIMATIC_lag4 + CONFLICTS_lag4,0.5880646878112271,0.5761259933711682
mod_119,global,,"['CLIMATIC_lag4', 'CONFLICTS_lag5']",Infectious_disease_binary ~ CLIMATIC_lag4 + CONFLICTS_lag5,0.5832324259743614,0.5864352601749242
mod_120,global,,"['CLIMATIC_lag4', 'ECOLOGICAL_lag1']",Infectious_disease_binary ~ CLIMATIC_lag4 + ECOLOGICAL_lag1,0.5876170477359792,0.5765673604563459
mod_121,global,,"['CLIMATIC_lag4', 'ECOLOGICAL_lag2']",Infectious_disease_binary ~ CLIMATIC_lag4 + ECOLOGICAL_lag2,0.587249503354007,0.5769104852984712
mod_122,global,,"['CLIMATIC_lag4', 'ECOLOGICAL_lag3']",Infectious_disease_binary ~ CLIMATIC_lag4 + ECOLOGICAL_lag3,0.5875659340369811,0.5768861835774942
mod_123,global,,"['CLIMATIC_lag4', 'ECOLOGICAL_lag4']",Infectious_disease_binary ~ CLIMATIC_lag4 + ECOLOGICAL_lag4,0.5907547438255178,0.5765223911715035
mod_124,global,,"['CLIMATIC_lag4', 'ECOLOGICAL_lag5']",Infectious_disease_binary ~ CLIMATIC_lag4 + ECOLOGICAL_lag5,0.5903870460322074,0.5868692516333439
mod_125,global,,"['CLIMATIC_lag4', 'ECONOMIC_lag1']",Infectious_disease_binary ~ CLIMATIC_lag4 + ECONOMIC_lag1,0.6099526803075253,0.5740147569127936
mod_126,global,,"['CLIMATIC_lag4', 'ECONOMIC_lag2']",Infectious_disease_binary ~ CLIMATIC_lag4 + ECONOMIC_lag2,0.6050576214740769,0.5754672879699871
mod_127,global,,"['CLIMATIC_lag4', 'ECONOMIC_lag3']",Infectious_disease_binary ~ CLIMATIC_lag4 + ECONOMIC_lag3,0.6033466299210108,0.5754396153831812
mod_128,global,,"['CLIMATIC_lag4', 'ECONOMIC_lag4']",Infectious_disease_binary ~ CLIMATIC_lag4 + ECONOMIC_lag4,0.6049406396062664,0.5747629539990465
mod_129,global,,"['CLIMATIC_lag4', 'ECONOMIC_lag5']",Infectious_disease_binary ~ CLIMATIC_lag4 + ECONOMIC_lag5,0.6140281987056181,0.5822844464040622
mod_130,global,,"['CLIMATIC_lag4', 'GEOPHYSICAL_lag1']",Infectious_disease_binary ~ CLIMATIC_lag4 + GEOPHYSICAL_lag1,0.5842514477823504,0.5768626194347378
mod_131,global,,"['CLIMATIC_lag4', 'GEOPHYSICAL_lag2']",Infectious_disease_binary ~ CLIMATIC_lag4 + GEOPHYSICAL_lag2,0.5886042798501367,0.5768664894783849
mod_132,global,,"['CLIMATIC_lag4', 'GEOPHYSICAL_lag3']",Infectious_disease_binary ~ CLIMATIC_lag4 + GEOPHYSICAL_lag3,0.5844148008410047,0.5768467358771843
mod_133,global,,"['CLIMATIC_lag4', 'GEOPHYSICAL_lag4']",Infectious_disease_binary ~ CLIMATIC_lag4 + GEOPHYSICAL_lag4,0.5835311134882201,0.5767580508671909
mod_134,global,,"['CLIMATIC_lag4', 'GEOPHYSICAL_lag5']",Infectious_disease_binary ~ CLIMATIC_lag4 + GEOPHYSICAL_lag5,0.5869850265011556,0.5870669179556288
mod_135,global,,"['CLIMATIC_lag4', 'TECHNOLOGICAL_lag1']",Infectious_disease_binary ~ CLIMATIC_lag4 + TECHNOLOGICAL_lag1,0.6097608721999441,0.5734370992374684
mod_136,global,,"['CLIMATIC_lag4', 'TECHNOLOGICAL_lag2']",Infectious_disease_binary ~ CLIMATIC_lag4 + TECHNOLOGICAL_lag2,0.6053874892634884,0.5742050786630791
mod_137,global,,"['CLIMATIC_lag4', 'TECHNOLOGICAL_lag3']",Infectious_disease_binary ~ CLIMATIC_lag4 + TECHNOLOGICAL_lag3,0.6078214498374374,0.5733846149391643
mod_138,global,,"['CLIMATIC_lag4', 'TECHNOLOGICAL_lag4']",Infectious_disease_binary ~ CLIMATIC_lag4 + TECHNOLOGICAL_lag4,0.611003672809093,0.5702768495739985
mod_139,global,,"['CLIMATIC_lag4', 'TECHNOLOGICAL_lag5']",Infectious_disease_binary ~ CLIMATIC_lag4 + TECHNOLOGICAL_lag5,0.6125794573375218,0.580545409543782
mod_140,global,,"['CLIMATIC_lag5', 'CONFLICTS_lag1']",Infectious_disease_binary ~ CLIMATIC_lag5 + CONFLICTS_lag1,0.5716468196306906,0.590681149693557
mod_141,global,,"['CLIMATIC_lag5', 'CONFLICTS_lag2']",Infectious_disease_binary ~ CLIMATIC_lag5 + CONFLICTS_lag2,0.5676727995276382,0.5907432091896913
mod_142,global,,"['CLIMATIC_lag5', 'CONFLICTS_lag3']",Infectious_disease_binary ~ CLIMATIC_lag5 + CONFLICTS_lag3,0.5501397134461652,0.5907104894963406
mod_143,global,,"['CLIMATIC_lag5', 'CONFLICTS_lag4']",Infectious_disease_binary ~ CLIMATIC_lag5 + CONFLICTS_lag4,0.5552542750123395,0.5901234950064418
mod_144,global,,"['CLIMATIC_lag5', 'CONFLICTS_lag5']",Infectious_disease_binary ~ CLIMATIC_lag5 + CONFLICTS_lag5,0.5536631101147231,0.5902433269080585
mod_145,global,,"['CLIMATIC_lag5', 'ECOLOGICAL_lag1']",Infectious_disease_binary ~ CLIMATIC_lag5 + ECOLOGICAL_lag1,0.5606853973789457,0.5905477168786943
mod_146,global,,"['CLIMATIC_lag5', 'ECOLOGICAL_lag2']",Infectious_disease_binary ~ CLIMATIC_lag5 + ECOLOGICAL_lag2,0.5587851676561354,0.5907711181650799
mod_147,global,,"['CLIMATIC_lag5', 'ECOLOGICAL_lag3']",Infectious_disease_binary ~ CLIMATIC_lag5 + ECOLOGICAL_lag3,0.5589134641553997,0.5906735384332918
mod_148,global,,"['CLIMATIC_lag5', 'ECOLOGICAL_lag4']",Infectious_disease_binary ~ CLIMATIC_lag5 + ECOLOGICAL_lag4,0.5653536601117246,0.5903620151041332
mod_149,global,,"['CLIMATIC_lag5', 'ECOLOGICAL_lag5']",Infectious_disease_binary ~ CLIMATIC_lag5 + ECOLOGICAL_lag5,0.5635001360807813,0.5905113243143856
mod_150,global,,"['CLIMATIC_lag5', 'ECONOMIC_lag1']",Infectious_disease_binary ~ CLIMATIC_lag5 + ECONOMIC_lag1,0.5931126979514076,0.587792706707943
mod_151,global,,"['CLIMATIC_lag5', 'ECONOMIC_lag2']",Infectious_disease_binary ~ CLIMATIC_lag5 + ECONOMIC_lag2,0.5836640211640212,0.5891733995359046
mod_152,global,,"['CLIMATIC_lag5', 'ECONOMIC_lag3']",Infectious_disease_binary ~ CLIMATIC_lag5 + ECONOMIC_lag3,0.5856862046378176,0.5889818226510982
mod_153,global,,"['CLIMATIC_lag5', 'ECONOMIC_lag4']",Infectious_disease_binary ~ CLIMATIC_lag5 + ECONOMIC_lag4,0.5860604267862333,0.5883766882448889
